-10.000000 0.000000 100000.000000 1.000000
-9.980000 0.000000 100000.000000 1.000000
-9.960000 0.000000 100000.000000 1.000000
-9.940000 0.000000 100000.000000 1.000000
-9.920000 0.000000 100000.000000 1.000000
-9.900000 0.000000 100000.000000 1.000000
-9.880000 0.000000 100000.000000 1.000000
-9.860000 0.000000 100000.000000 1.000000
-9.840000 0.000000 100000.000000 1.000000
-9.820000 0.000000 100000.000000 1.000000
-9.800000 0.000000 100000.000000 1.000000
-9.780000 0.000000 100000.000000 1.000000
-9.760000 0.000000 100000.000000 1.000000
-9.740000 0.000000 100000.000000 1.000000
-9.720000 0.000000 100000.000000 1.000000
-9.700000 0.000000 100000.000000 1.000000
-9.680000 0.000000 100000.000000 1.000000
-9.660000 0.000000 100000.000000 1.000000
-9.640000 0.000000 100000.000000 1.000000
-9.620000 0.000000 100000.000000 1.000000
-9.600000 0.000000 100000.000000 1.000000
-9.580000 0.000000 100000.000000 1.000000
-9.560000 0.000000 100000.000000 1.000000
-9.540000 0.000000 100000.000000 1.000000
-9.520000 0.000000 100000.000000 1.000000
-9.500000 0.000000 100000.000000 1.000000
-9.480000 0.000000 100000.000000 1.000000
-9.460000 0.000000 100000.000000 1.000000
-9.440000 0.000000 100000.000000 1.000000
-9.420000 0.000000 100000.000000 1.000000
-9.400000 0.000000 100000.000000 1.000000
-9.380000 0.000000 100000.000000 1.000000
-9.360000 0.000000 100000.000000 1.000000
-9.340000 0.000000 100000.000000 1.000000
-9.320000 0.000000 100000.000000 1.000000
-9.300000 0.000000 100000.000000 1.000000
-9.280000 0.000000 100000.000000 1.000000
-9.260000 0.000000 100000.000000 1.000000
-9.240000 0.000000 100000.000000 1.000000
-9.220000 0.000000 100000.000000 1.000000
-9.200000 0.000000 100000.000000 1.000000
-9.180000 0.000000 100000.000000 1.000000
-9.160000 0.000000 100000.000000 1.000000
-9.140000 0.000000 100000.000000 1.000000
-9.120000 0.000000 100000.000000 1.000000
-9.100000 0.000000 100000.000000 1.000000
-9.080000 0.000000 100000.000000 1.000000
-9.060000 0.000000 100000.000000 1.000000
-9.040000 0.000000 100000.000000 1.000000
-9.020000 0.000000 100000.000000 1.000000
-9.000000 0.000000 100000.000000 1.000000
-8.980000 0.000000 100000.000000 1.000000
-8.960000 0.000000 100000.000000 1.000000
-8.940000 0.000000 100000.000000 1.000000
-8.920000 0.000000 100000.000000 1.000000
-8.900000 0.000000 100000.000000 1.000000
-8.880000 0.000000 100000.000000 1.000000
